"","F238","F256","F262","F175","FB78","F146","F198","F142","F276","1651","CTS4","F165","F246","RTM4","F237","F239","F153","FB15","F236","F284","FB02","FB27","BOXR","F164","F242","F258","FB20","ULYS","F209","F159","F233","F222","F220","F228","C114","F179","FB11","F187","F197","F243","F270","F280","FB90","1092","1316","F109","F131","1231","F123","F199","F266","F254","FB44","F110","SOLB","WLET","C258","C935","F221","F252","FB25","F108","F194","SCSM","LNLD","STE1","TNBP","F264","F196","F268","ORNG","F234","F247","1315","FB10","FB66","1753","F278","FB07","C548","C655","FB54","FB65","PSDQ","1253","F125","F148","HOV2","HOVC","1511","F151","F126","F162","F227","F272","F138","F213","F241","F133","F245","HAIR","HLP4","F135","C555","F282","FB33","FB55","F128","FB92","F173","F250","F137","F235","C874","FB87","B053","F224","RTM5","RTMW","1494","DAB1","DABL","PSC3","F205","MPTB","RY34","BRD3","C798","FB79","F207","C835","DAFT","F248","JOSC","FB28","C911","F217","TDTC","ULY2","1673","1711","AMV1","AMVM","F167","F171","LNL1","FB35","SCS1","HWK3","IKN2","4C4C","HBM3","HBMB","F190","HOVA","ZELD","ZEL2","2253","F223","F225","LNCC","WENT","F113","F274","F178","F188","NIP2","BIK2","BIKO","MTBG","MUC4","MUCH","2193","F219","1495","F149","F229","LNPF","2151","F215","F232","F155","PSC6","F211","AMTS","PRST","TKID","C834","F182","F154","F102","HIQQ","SCS2","CMRS","LNC2","LNPC","ULY3","MLVN","JETY","F240","1414","C912","C991","F141","F176","F185","HITS","1134","1317","FRN3","FRNG","HSN4","HSNS","F114","1454","LIZ1","STEW","MORN","GRGO","HSN3","B207","OIEA","PRF2","YOKE","ZEDC","1992","BKHO","BNST","PHL2","CATW","LIZD","PRFR","MJM2","F158","F231","1791","2091","4NIC","BNDS","BTWO","CASA","CENT","HAAK","HVT1","HVTI","J001","NIGT","PMTI","BUBB","GPHK","VCRO","BOO3","BOOT","PNB3","PNBT","UND2","UNDG","VSTH","YANK","RTM3","JPJK","GADG","PFYT","PIHI","RNMK","HVMS","CW32","CWM3","HBM4","MANT","HMLC","BBLN","HOKA","TRIM","1593","DAB2","C330","PSC5","TCT1","1456","F180","HMLT","M145","MEAD","MIDF","MTSS","Q5LA","BLNK","HLPC","B023","LDM3","SIMP","TDTL","2152","2194","SGL1","ATMM","BASH","GRW2","B531","1496","FZJS","NYDT","TCTV","2231","CL-4942","ENM2","LBHL","R27L","MORB","NKAL","SQBT","LYFN","TRIF","1674","KNNN","F193","BRAN","BRN1","NADW","MFLC","GUPN","MM72","LWHP","RTM2","GRWW","JBAK","WLDC","RCNM","DAIN","1556","F249","BBRD","L108","PHIL","FFCH","SPEG","CRUM","LLLN","SNOT","BARE","NEWT","OCTV","LCKL","WRTH","QECD","WTKN"
"FB65",62,66,66,92,75,82,65,74,72,55,45,56,67,53,58,58,60,62,59,63,58,62,59,60,62,65,67,49,74,87,79,79,54,66,73,106,73,86,91,90,61,86,61,74,80,80,94,93,93,70,81,58,58,58,55,48,72,63,68,67,72,49,47,49,61,48,46,60,70,70,46,58,91,70,62,51,66,62,62,94,2,95,0,48,68,68,90,46,45,70,69,51,51,63,71,88,86,66,76,77,58,59,83,93,82,92,92,69,67,69,80,76,67,55,55,54,48,48,49,53,50,56,44,52,56,61,45,61,63,71,55,46,53,43,51,58,58,59,53,56,47,57,60,57,51,56,52,62,57,50,50,43,45,47,45,46,47,53,52,51,57,51,62,65,67,67,48,40,40,49,48,48,51,49,48,49,64,50,66,89,63,86,44,64,46,46,46,56,55,46,50,50,56,55,51,51,47,49,47,47,47,51,52,47,60,44,53,62,87,64,64,47,47,44,45,44,45,45,52,45,46,47,48,45,46,62,48,44,44,43,45,43,45,45,43,71,65,43,43,45,44,47,43,48,49,44,46,45,46,44,44,45,45,46,46,45,46,45,46,47,45,43,46,45,45,44,47,47,44,45,44,43,43,44,67,53,74,44,48,47,43,45,47,43,43,43,43,44,47,48,47,45,54,77,46,44,45,45,44,48,47,46,48,46,50,46,43,43,44,43,44,43,44,44,48,43,46,49,49,46,44,44,43,43,45,44,43,43,43,43,51,43,45,44,43,43,45,44,43,43,43,44,43,43,43,43,43
"PSDQ",26,30,30,56,39,48,29,38,36,21,9,22,39,17,26,26,24,26,23,35,22,34,23,30,32,31,33,13,42,53,43,43,18,32,43,76,43,54,59,58,37,52,37,40,44,46,58,57,57,34,45,22,22,22,19,12,36,27,32,31,36,13,11,13,25,12,10,24,38,38,10,22,55,34,28,15,30,28,28,62,48,63,48,0,32,32,54,10,9,36,35,15,15,31,35,60,56,46,48,49,22,23,49,59,48,58,58,35,33,41,44,42,31,19,19,20,12,12,13,17,14,22,8,16,20,25,9,25,27,39,19,10,17,7,15,22,24,23,17,20,11,21,24,21,15,20,16,26,23,14,16,9,7,11,9,10,11,17,16,15,21,17,40,31,33,33,12,12,12,13,12,12,15,11,12,13,28,14,30,53,27,50,10,28,10,10,10,30,29,10,14,14,20,19,15,15,11,13,11,11,11,15,16,11,24,8,17,38,51,34,34,11,11,14,7,8,9,9,16,9,10,11,12,9,10,26,12,8,8,7,9,7,9,9,7,39,31,7,7,9,8,11,7,12,13,8,10,9,10,8,8,9,9,10,10,9,10,9,10,13,9,7,10,9,9,8,3,3,6,3,8,7,7,8,33,17,38,6,12,5,5,5,5,5,5,5,5,8,11,12,11,9,18,41,10,8,7,7,8,14,11,10,12,10,14,10,7,7,8,7,8,7,8,8,12,7,10,13,13,10,8,8,7,7,7,8,7,7,7,7,15,7,9,8,9,7,9,8,7,7,7,8,7,7,7,5,5
"1253",38,42,42,66,51,68,47,56,54,43,29,44,59,37,46,46,44,46,45,53,46,52,43,52,54,53,55,33,62,73,63,63,38,52,63,96,63,72,79,78,57,72,57,48,64,54,78,75,75,46,63,42,42,42,39,32,50,45,48,49,50,27,25,33,45,32,30,44,58,58,30,38,65,48,48,35,42,50,50,82,68,83,68,32,0,0,74,30,29,56,55,35,35,51,55,78,76,66,68,69,42,43,69,77,68,78,76,51,49,61,64,62,51,37,37,40,32,32,33,37,34,42,28,36,38,43,29,43,45,55,39,30,37,27,35,42,44,43,37,40,31,41,44,41,35,40,36,46,41,30,36,29,31,31,29,30,29,37,36,35,41,37,60,51,51,51,32,32,32,33,32,32,37,35,32,33,48,34,50,73,47,70,30,48,30,30,30,48,47,30,34,34,40,39,35,35,31,33,31,31,31,35,36,31,46,28,37,58,71,54,54,31,31,34,29,28,29,29,36,29,30,31,32,29,30,40,32,28,28,27,29,27,29,29,27,59,51,27,27,29,28,31,27,32,33,28,30,29,30,28,28,29,29,30,30,29,30,29,30,33,29,27,30,29,29,28,31,31,30,29,28,27,27,28,53,37,58,28,32,31,27,29,31,27,27,27,27,28,31,32,31,29,38,61,32,28,29,29,28,34,31,30,32,30,34,30,27,27,28,27,28,27,28,28,32,27,30,33,33,30,28,26,27,27,29,28,27,27,27,27,35,27,29,28,29,27,29,28,27,27,27,28,27,27,27,27,27
"F125",38,42,42,66,51,68,47,56,54,43,29,44,59,37,46,46,44,46,45,53,46,52,43,52,54,53,55,33,62,73,63,63,38,52,63,96,63,72,79,78,57,72,57,48,64,54,78,75,75,46,63,42,42,42,39,32,50,45,48,49,50,27,25,33,45,32,30,44,58,58,30,38,65,48,48,35,42,50,50,82,68,83,68,32,0,0,74,30,29,56,55,35,35,51,55,78,76,66,68,69,42,43,69,77,68,78,76,51,49,61,64,62,51,37,37,40,32,32,33,37,34,42,28,36,38,43,29,43,45,55,39,30,37,27,35,42,44,43,37,40,31,41,44,41,35,40,36,46,41,30,36,29,31,31,29,30,29,37,36,35,41,37,60,51,51,51,32,32,32,33,32,32,37,35,32,33,48,34,50,73,47,70,30,48,30,30,30,48,47,30,34,34,40,39,35,35,31,33,31,31,31,35,36,31,46,28,37,58,71,54,54,31,31,34,29,28,29,29,36,29,30,31,32,29,30,40,32,28,28,27,29,27,29,29,27,59,51,27,27,29,28,31,27,32,33,28,30,29,30,28,28,29,29,30,30,29,30,29,30,33,29,27,30,29,29,28,31,31,30,29,28,27,27,28,53,37,58,28,32,31,27,29,31,27,27,27,27,28,31,32,31,29,38,61,32,28,29,29,28,34,31,30,32,30,34,30,27,27,28,27,28,27,28,28,32,27,30,33,33,30,28,26,27,27,29,28,27,27,27,27,35,27,29,28,29,27,29,28,27,27,27,28,27,27,27,27,27
"F148",66,72,72,98,81,82,69,82,80,63,51,64,81,59,68,68,66,68,69,75,68,74,65,74,76,77,79,55,82,85,79,29,60,66,77,102,77,86,91,90,77,94,77,82,86,88,98,97,97,76,87,64,64,64,61,54,76,69,74,73,76,55,53,55,67,54,52,66,80,80,52,62,97,76,70,57,72,66,68,102,90,103,90,54,74,74,0,52,51,68,67,55,55,73,77,98,96,88,82,83,64,65,73,93,88,96,92,77,75,81,84,72,63,61,61,62,54,54,55,59,56,64,50,58,62,67,51,67,69,81,61,52,59,49,57,64,60,65,59,62,53,63,66,63,57,62,58,68,65,56,58,51,53,53,51,52,53,57,56,55,61,59,74,71,73,73,54,54,54,55,54,54,57,57,54,55,70,54,70,87,69,86,52,70,52,52,52,72,71,52,56,56,62,59,55,55,53,55,53,53,51,55,56,51,62,48,57,72,91,72,72,53,53,56,51,50,51,51,58,51,52,53,54,51,52,68,54,50,50,49,51,49,51,51,49,77,71,49,49,51,50,53,49,54,55,50,52,51,52,50,50,51,51,52,52,51,52,51,52,55,51,49,52,51,51,50,53,53,52,51,50,49,49,50,71,59,76,50,54,53,49,51,53,49,49,49,49,50,53,54,53,51,60,77,54,50,51,51,50,56,53,52,54,52,56,52,49,49,50,49,50,49,50,50,54,49,52,55,55,52,50,50,49,49,51,50,49,49,49,49,55,49,51,50,51,49,51,50,49,49,49,50,49,49,49,49,49
"HOV2",24,28,28,54,37,48,27,38,36,21,7,22,37,15,22,22,22,24,25,33,24,32,19,30,32,33,35,11,40,51,41,41,16,30,41,74,41,52,57,56,35,50,35,38,42,44,56,55,55,32,43,20,20,20,17,10,34,25,30,29,34,11,9,11,23,10,8,22,36,36,8,20,53,32,26,13,28,28,28,60,46,61,46,10,30,30,52,0,1,34,33,13,13,29,33,58,54,44,46,47,20,19,47,57,46,56,56,33,31,39,42,40,29,17,17,18,10,10,11,15,12,20,6,14,18,23,7,23,25,37,17,8,15,5,13,20,22,21,15,18,9,19,22,19,13,18,14,24,19,12,14,7,9,9,7,8,9,13,12,13,19,15,38,29,31,31,10,10,10,11,10,10,15,13,10,11,26,12,26,51,25,48,8,26,8,8,8,28,27,8,12,12,18,17,13,13,9,11,9,9,9,13,14,9,24,6,15,36,49,32,32,9,9,12,7,6,7,7,14,7,8,9,10,7,8,24,10,6,6,5,7,5,7,7,5,37,29,5,5,7,6,9,5,10,11,6,8,7,8,6,6,7,7,8,8,7,8,7,8,11,7,5,8,7,7,6,9,9,8,7,6,5,5,6,31,15,36,6,10,9,5,7,9,5,5,5,5,6,9,10,9,7,16,39,10,6,7,7,6,12,9,8,10,8,10,8,5,5,6,5,6,5,6,6,10,5,8,11,11,8,6,6,5,5,7,4,5,5,5,5,13,5,7,6,7,5,7,6,5,5,5,6,5,5,5,5,5
"HOVC",23,27,27,53,36,47,26,37,35,20,6,21,36,14,21,21,21,23,24,32,23,31,18,29,31,32,34,10,39,50,40,40,15,29,40,73,40,51,56,55,34,49,34,37,41,43,55,54,54,31,42,19,19,19,16,9,33,24,29,28,33,10,8,10,22,9,7,21,35,35,7,19,52,31,25,12,27,27,27,59,45,60,45,9,29,29,51,1,0,33,32,12,12,28,32,57,53,43,45,46,19,18,46,56,45,55,55,32,30,38,41,39,28,16,16,17,9,9,10,14,11,19,5,13,17,22,6,22,24,36,16,7,14,4,12,19,21,20,14,17,8,18,21,18,12,17,13,23,20,11,13,6,8,8,6,7,8,12,11,12,18,14,37,28,30,30,9,9,9,10,9,9,14,12,9,10,25,11,25,50,24,47,7,25,7,7,7,27,26,7,11,11,17,16,12,12,8,10,8,8,8,12,13,8,23,5,14,35,48,31,31,8,8,11,6,5,6,6,13,6,7,8,9,6,7,23,9,5,5,4,6,4,6,6,4,36,28,4,4,6,5,8,4,9,10,5,7,6,7,5,5,6,6,7,7,6,7,6,7,10,6,4,7,6,6,5,8,8,7,6,5,4,4,5,30,14,35,5,9,8,4,6,8,4,4,4,4,5,8,9,8,6,15,38,9,5,6,6,5,11,8,7,9,7,9,7,4,4,5,4,5,4,5,5,9,4,7,10,10,7,5,5,4,4,6,5,4,4,4,4,12,4,6,5,6,4,6,5,4,4,4,5,4,4,4,4,4
"1511",48,54,54,78,63,72,51,64,62,47,33,48,63,41,50,50,48,50,51,59,50,58,47,52,54,59,61,37,64,73,67,65,42,56,65,90,65,74,79,78,61,76,61,64,64,70,72,77,77,58,67,46,46,46,43,36,58,51,56,55,58,37,35,37,49,36,34,48,62,62,34,44,77,58,52,39,54,54,54,74,70,75,70,36,56,56,68,34,33,0,1,37,37,55,59,80,76,70,70,71,46,47,67,71,68,78,70,59,57,65,68,56,49,43,43,44,36,36,37,41,38,46,32,40,44,49,33,49,51,63,43,34,41,31,37,46,32,45,41,44,35,45,48,45,39,44,40,50,47,38,40,33,35,35,33,34,35,39,38,37,41,41,50,51,47,47,36,36,36,37,36,36,41,39,36,37,52,36,52,71,51,72,34,50,34,34,34,54,53,34,38,38,44,41,37,37,35,37,35,33,31,37,38,31,48,30,39,48,65,40,40,35,35,36,33,32,33,33,40,33,34,35,36,33,34,50,36,32,32,31,33,31,33,33,31,55,53,31,31,33,32,35,31,36,37,32,34,33,34,32,32,33,33,34,34,33,34,33,34,37,33,31,34,33,33,32,35,35,34,33,32,31,31,32,55,41,60,32,36,35,31,33,35,31,31,31,31,32,35,36,35,33,42,59,36,32,33,33,32,38,35,34,36,34,38,34,31,31,32,31,32,31,30,32,36,31,34,37,37,34,32,32,31,31,33,32,31,31,31,31,39,31,33,32,33,31,33,32,31,31,31,32,31,31,31,31,31
"F151",47,53,53,77,62,71,50,63,61,46,32,47,62,40,49,49,47,49,50,58,49,57,46,51,53,58,60,36,63,72,66,64,41,55,64,89,64,73,78,77,60,75,60,63,63,69,71,76,76,57,66,45,45,45,42,35,57,50,55,54,57,36,34,36,48,35,33,47,61,61,33,43,76,57,51,38,53,53,53,73,69,74,69,35,55,55,67,33,32,1,0,36,36,54,58,79,75,69,69,70,45,46,66,70,67,77,69,58,56,64,67,55,48,42,42,43,35,35,36,40,37,45,31,39,43,48,32,48,50,62,42,33,40,30,36,45,31,44,40,43,34,44,47,44,38,43,39,49,46,37,39,32,34,34,32,33,34,38,37,36,40,40,49,50,46,46,35,35,35,36,35,35,40,38,35,36,51,35,51,70,50,71,33,49,33,33,33,53,52,33,37,37,43,40,36,36,34,36,34,32,30,36,37,30,47,29,38,47,64,39,39,34,34,35,32,31,32,32,39,32,33,34,35,32,33,49,35,31,31,30,32,30,32,32,30,54,52,30,30,32,31,34,30,35,36,31,33,32,33,31,31,32,32,33,33,32,33,32,33,36,32,30,33,32,32,31,34,34,33,32,31,30,30,31,54,40,59,31,35,34,30,32,34,30,30,30,30,31,34,35,34,32,41,58,35,31,32,32,31,37,34,33,35,33,37,33,30,30,31,30,31,30,29,31,35,30,33,36,36,33,31,31,30,30,32,31,30,30,30,30,38,30,32,31,32,30,32,31,30,30,30,31,30,30,30,30,30
"F126",29,33,33,59,42,53,32,43,41,26,12,27,42,20,29,29,27,29,30,38,29,37,26,35,37,38,40,16,45,56,46,46,19,33,46,79,46,57,62,61,40,55,40,43,47,49,61,60,60,37,48,25,25,25,22,15,39,30,35,34,39,16,14,16,28,15,13,27,41,41,13,25,58,37,31,18,33,33,33,65,51,66,51,15,35,35,55,13,12,37,36,0,0,34,38,63,59,49,51,52,23,24,52,62,51,61,61,38,36,44,47,45,34,22,22,23,15,15,16,16,17,25,11,19,23,28,12,28,30,42,22,13,20,10,18,21,25,24,16,23,14,24,27,24,18,23,19,29,26,17,19,12,14,14,12,13,14,18,17,16,18,20,43,34,36,36,15,15,15,16,15,15,20,18,15,16,31,11,33,56,30,53,13,31,13,13,13,33,32,13,17,17,23,14,12,12,12,16,14,14,8,16,17,8,27,9,14,41,54,37,37,14,14,17,12,11,12,12,19,12,13,14,15,12,13,29,15,11,11,10,12,10,12,12,10,42,34,10,10,12,11,14,10,15,16,11,13,12,13,11,11,12,12,13,13,12,13,12,13,16,12,10,13,12,12,11,14,14,13,12,11,10,10,11,36,20,41,11,15,14,10,12,14,10,10,10,10,11,14,15,12,12,21,44,15,11,12,12,11,17,14,13,15,13,17,13,10,10,11,10,11,10,11,11,15,10,13,16,16,13,11,11,10,10,12,11,10,10,10,10,18,10,12,11,12,10,12,11,10,10,10,11,10,10,10,10,10
"F162",29,33,33,59,42,53,32,43,41,26,12,27,42,20,29,29,27,29,30,38,29,37,26,35,37,38,40,16,45,56,46,46,19,33,46,79,46,57,62,61,40,55,40,43,47,49,61,60,60,37,48,25,25,25,22,15,39,30,35,34,39,16,14,16,28,15,13,27,41,41,13,25,58,37,31,18,33,33,33,65,51,66,51,15,35,35,55,13,12,37,36,0,0,34,38,63,59,49,51,52,23,24,52,62,51,61,61,38,36,44,47,45,34,22,22,23,15,15,16,16,17,25,11,19,23,28,12,28,30,42,22,13,20,10,18,21,25,24,16,23,14,24,27,24,18,23,19,29,26,17,19,12,14,14,12,13,14,18,17,16,18,20,43,34,36,36,15,15,15,16,15,15,20,18,15,16,31,11,33,56,30,53,13,31,13,13,13,33,32,13,17,17,23,14,12,12,12,16,14,14,8,16,17,8,27,9,14,41,54,37,37,14,14,17,12,11,12,12,19,12,13,14,15,12,13,29,15,11,11,10,12,10,12,12,10,42,34,10,10,12,11,14,10,15,16,11,13,12,13,11,11,12,12,13,13,12,13,12,13,16,12,10,13,12,12,11,14,14,13,12,11,10,10,11,36,20,41,11,15,14,10,12,14,10,10,10,10,11,14,15,12,12,21,44,15,11,12,12,11,17,14,13,15,13,17,13,10,10,11,10,11,10,11,11,15,10,13,16,16,13,11,11,10,10,12,11,10,10,10,10,18,10,12,11,12,10,12,11,10,10,10,11,10,10,10,10,10
"F227",45,49,49,75,58,61,42,59,57,42,28,43,54,36,45,45,43,45,46,54,45,53,42,49,51,54,56,32,57,70,60,62,37,51,62,93,62,71,70,69,56,69,56,57,63,61,75,76,76,53,60,41,41,41,38,31,55,46,51,50,55,32,30,32,44,31,29,43,57,57,29,41,74,53,47,34,49,49,49,81,63,82,63,31,51,51,73,29,28,55,54,34,34,0,52,77,73,55,63,64,41,42,66,74,59,75,73,54,52,40,53,57,46,38,38,39,31,31,32,36,33,41,27,35,39,44,28,44,46,52,38,27,36,26,34,41,43,42,36,39,30,40,43,40,34,39,35,45,42,33,33,28,30,30,28,29,30,36,35,34,40,36,57,48,50,50,31,31,31,32,31,31,36,34,31,32,47,33,49,72,42,63,29,47,29,29,29,49,48,29,33,33,39,38,34,34,30,32,30,30,30,34,35,30,43,27,36,55,68,53,53,30,30,33,26,25,26,28,35,28,29,30,31,28,29,45,31,27,27,26,28,26,28,28,26,58,50,26,26,28,27,30,26,31,32,27,29,28,29,27,27,28,28,29,29,28,29,28,29,32,28,26,29,28,28,27,30,30,29,28,27,26,26,27,50,36,55,27,31,30,26,28,30,26,26,26,26,27,30,31,30,28,37,60,31,27,28,28,27,33,30,29,31,29,33,29,26,26,27,26,27,26,27,27,31,26,29,32,32,29,27,27,26,26,28,27,26,26,26,26,30,26,28,27,28,26,28,27,26,26,26,27,26,26,26,26,26
"F272",47,51,51,77,62,71,50,63,61,46,32,47,54,40,49,49,47,49,50,58,49,57,46,55,57,58,60,36,63,76,66,66,41,55,66,95,66,75,68,67,50,67,50,61,65,65,81,76,76,57,48,45,45,45,42,35,59,50,55,54,59,36,34,36,48,35,33,47,59,59,33,43,76,55,49,36,47,53,53,85,71,86,71,35,55,55,77,33,32,59,58,38,38,52,0,81,65,67,63,64,45,46,72,82,65,79,81,54,52,60,65,65,54,42,42,43,35,35,36,40,37,45,31,37,43,48,32,48,50,46,42,33,40,30,38,45,47,46,40,43,34,44,47,44,38,43,39,49,46,37,39,32,34,34,32,33,34,40,39,38,44,40,59,48,56,56,35,35,35,36,35,35,40,38,35,36,51,37,53,76,46,71,33,51,33,33,33,53,52,33,37,37,43,42,38,38,34,36,34,34,34,38,39,34,49,31,40,57,74,57,57,34,34,37,32,31,32,32,39,32,33,34,35,32,33,49,35,31,31,30,32,30,32,32,30,58,54,30,30,32,31,34,30,35,36,31,33,32,33,31,31,32,32,33,33,32,33,32,33,36,32,30,33,32,32,31,34,34,33,32,31,30,30,31,56,40,59,31,35,34,30,32,34,30,30,30,30,31,34,35,34,32,39,64,35,31,32,32,31,37,34,33,35,33,37,33,30,30,31,30,31,30,31,31,35,30,33,36,36,33,31,31,30,30,32,31,30,30,30,30,38,30,32,31,32,30,32,31,30,30,30,31,30,30,30,30,30
"F138",74,78,78,102,87,86,71,86,84,71,57,72,83,65,72,72,72,74,73,79,72,78,71,80,82,83,85,61,80,95,85,85,66,80,85,108,85,70,101,100,81,98,81,86,92,92,98,95,95,82,91,70,70,70,67,60,82,75,80,79,82,61,59,61,73,60,58,72,82,82,58,70,101,82,76,63,78,78,78,94,88,95,88,60,78,78,98,58,57,80,79,63,63,77,81,0,96,90,90,91,70,71,81,91,86,68,90,63,71,83,90,74,75,67,67,68,60,60,61,65,62,70,56,64,68,73,57,73,75,85,67,58,65,55,61,70,68,71,65,68,59,69,72,69,63,68,64,74,71,62,64,57,59,59,57,58,59,65,64,63,69,65,84,77,79,79,60,58,58,61,60,60,65,63,60,61,74,62,78,95,75,66,58,76,58,58,58,76,75,58,62,62,68,67,63,63,59,61,59,59,59,63,64,59,74,56,65,82,91,74,74,59,59,54,57,56,57,57,64,57,58,59,60,57,58,74,60,56,56,55,57,55,57,53,55,77,73,55,55,57,56,59,55,60,61,56,58,57,58,56,56,57,57,58,58,57,58,57,58,61,57,55,58,57,57,56,59,59,58,57,56,55,55,56,77,65,60,56,60,59,55,57,59,55,55,55,55,56,59,60,59,57,64,83,60,56,57,57,56,62,59,58,60,58,62,58,55,55,56,55,56,55,56,56,60,55,58,61,61,58,56,56,55,55,57,56,55,55,55,55,59,55,57,56,57,55,57,56,55,55,55,56,55,55,55,55,55
"F213",68,74,74,96,83,92,71,80,78,67,53,68,75,61,68,68,68,70,69,77,68,76,67,74,76,79,81,57,84,89,83,85,62,76,87,116,87,90,95,94,75,84,75,84,88,90,90,91,91,78,77,66,66,66,63,56,80,71,76,75,80,57,55,57,69,56,54,68,80,80,54,64,95,76,70,59,72,74,74,102,86,103,86,56,76,76,96,54,53,76,75,59,59,73,65,96,0,84,88,89,66,67,91,93,78,94,92,77,75,79,82,86,75,63,63,64,56,56,57,61,58,66,52,58,64,69,53,69,71,77,63,54,61,51,59,66,66,67,61,64,55,65,68,65,59,64,60,70,67,58,60,53,55,55,53,54,55,61,60,59,65,61,82,67,75,75,56,56,56,57,56,56,61,59,56,57,68,58,74,89,71,92,54,72,54,54,54,74,73,54,58,58,64,63,59,59,55,57,55,53,55,59,60,55,70,52,61,82,83,74,74,55,55,56,53,52,53,53,60,53,54,55,56,53,54,70,56,52,52,51,53,51,53,53,51,79,73,51,51,53,52,55,51,56,57,52,54,53,54,52,52,53,53,54,54,53,54,53,54,57,53,51,54,53,53,52,55,55,54,53,52,51,51,52,71,61,78,52,56,55,51,53,55,51,51,51,51,52,55,56,55,53,60,77,56,52,53,53,52,58,55,54,56,54,58,54,51,51,52,51,52,51,52,52,56,51,54,57,57,54,52,52,51,51,53,52,51,51,51,51,59,51,53,52,53,51,53,52,51,51,51,52,51,51,51,51,51
"F241",60,58,58,88,71,84,63,70,68,57,43,58,61,51,58,58,58,60,59,65,58,64,57,66,68,65,67,47,76,85,75,77,52,66,77,106,77,86,93,92,59,86,59,72,76,76,90,91,91,66,75,56,56,56,53,46,70,61,66,63,70,47,45,47,59,46,44,58,72,72,44,56,87,62,62,49,58,62,62,96,66,97,66,46,66,66,88,44,43,70,69,49,49,55,67,90,84,0,80,81,56,57,83,93,74,88,92,67,67,69,72,76,65,53,53,52,46,46,47,51,48,56,42,50,54,59,43,59,61,69,49,42,49,41,49,56,58,57,51,52,43,55,58,53,47,54,50,60,57,46,50,41,45,45,43,44,45,51,50,49,55,49,72,65,67,67,46,46,46,47,46,46,51,49,46,47,62,48,64,87,59,82,44,62,44,44,44,64,63,44,48,48,54,53,49,49,45,47,45,45,45,49,50,45,58,42,51,70,83,68,68,45,45,48,43,40,41,43,50,43,44,45,46,43,44,58,46,42,42,41,43,41,43,43,41,71,65,41,41,43,42,45,41,46,47,42,44,43,44,42,42,43,43,44,44,43,44,43,44,47,43,41,44,43,43,42,45,45,44,43,42,41,41,42,65,51,70,42,46,45,41,43,45,41,41,41,41,42,45,46,45,43,52,75,46,42,43,43,42,48,45,44,46,44,48,44,41,41,42,41,42,41,42,42,46,41,44,47,47,44,42,42,41,41,43,42,41,41,41,41,47,41,43,42,43,41,43,42,41,41,41,42,41,41,41,41,41
"F133",62,66,66,92,75,82,63,76,74,55,45,54,69,53,62,62,60,62,63,67,62,66,59,68,68,71,73,49,70,81,71,69,54,68,61,102,61,88,85,84,65,88,65,74,80,80,94,93,93,70,75,58,58,58,55,48,72,63,68,67,72,49,47,49,61,48,46,60,74,74,46,58,91,70,64,51,64,62,62,92,76,93,76,48,68,68,82,46,45,70,69,51,51,63,63,90,88,80,0,1,58,59,81,91,82,94,90,67,67,73,72,74,65,55,55,56,48,48,49,53,50,58,44,52,56,61,45,61,63,71,55,46,53,43,51,58,60,59,53,56,47,57,60,57,51,56,52,62,59,50,52,43,47,47,45,46,47,53,52,51,57,53,60,67,69,69,48,48,48,49,48,48,53,51,48,49,64,50,66,89,63,84,46,64,46,46,46,66,65,46,50,50,56,55,51,51,47,49,47,47,47,51,52,47,62,44,53,58,87,70,70,47,47,50,45,44,45,45,52,45,46,47,48,45,46,62,48,44,44,43,45,43,45,45,43,69,61,43,43,45,44,47,43,48,49,44,46,45,46,44,44,45,45,46,46,45,46,45,46,49,45,43,46,45,45,44,47,47,46,45,44,43,43,44,69,53,74,44,48,47,43,45,47,43,43,43,43,44,47,48,47,45,54,77,48,44,45,45,44,50,47,46,48,46,50,46,43,43,44,43,44,43,44,44,48,43,46,49,49,46,44,44,43,43,45,44,43,43,43,43,51,43,45,44,45,43,45,44,43,43,43,44,43,43,43,43,43
"F245",63,67,67,93,76,83,64,77,75,56,46,55,70,54,63,63,61,63,64,68,63,67,60,69,69,72,74,50,71,82,72,70,55,69,62,103,62,89,86,85,66,89,66,75,81,81,95,94,94,71,76,59,59,59,56,49,73,64,69,68,73,50,48,50,62,49,47,61,75,75,47,59,92,71,65,52,65,63,63,93,77,94,77,49,69,69,83,47,46,71,70,52,52,64,64,91,89,81,1,0,59,60,82,92,81,95,91,68,68,74,71,75,66,56,56,57,49,49,50,54,51,59,45,53,57,62,46,62,64,72,56,47,54,44,52,59,61,60,54,57,48,58,61,58,52,57,53,63,60,51,53,44,48,48,46,47,48,54,53,52,58,54,61,68,70,70,49,49,49,50,49,49,54,52,49,50,65,51,67,90,64,85,47,65,47,47,47,67,66,47,51,51,57,56,52,52,48,50,48,48,48,52,53,48,63,45,54,59,88,71,71,48,48,51,46,45,46,46,53,46,47,48,49,46,47,63,49,45,45,44,46,44,46,46,44,70,62,44,44,46,45,48,44,49,50,45,47,46,47,45,45,46,46,47,47,46,47,46,47,50,46,44,47,46,46,45,48,48,47,46,45,44,44,45,70,54,75,45,49,48,44,46,48,44,44,44,44,45,48,49,48,46,55,78,49,45,46,46,45,51,48,47,49,47,51,47,44,44,45,44,45,44,45,45,49,44,47,50,50,47,45,45,44,44,46,45,44,44,44,44,52,44,46,45,46,44,46,45,44,44,44,45,44,44,44,44,44
